id,home,away,draw
17872799,0.9056014,0.032108966,0.062289655
17707270,0.4278194,0.31030554,0.261875
17766107,0.23297401,0.50108445,0.26594156
17766336,0.24520266,0.46341896,0.29137838
17766764,0.3981498,0.31822273,0.28362748
18031706,0.44897813,0.35443336,0.19658852
17983227,0.16971648,0.64211714,0.18816634
18031707,0.18048255,0.65703243,0.16248496
17873722,0.94132435,0.01853292,0.040142786
17897316,0.64915675,0.17267202,0.17817119
17897315,0.34481502,0.43078429,0.22440071
17897314,0.38996267,0.3778846,0.23215273
17897313,0.38501287,0.3905632,0.22442396
17769749,0.4948027,0.22575279,0.27944452
17766765,0.4501558,0.26468056,0.2851637
17897318,0.5504095,0.24152467,0.20806584
17897317,0.5399368,0.24784577,0.21221742
17898207,0.23604676,0.53731567,0.2266376
17900428,0.38624278,0.38066328,0.23309395
17900431,0.47347897,0.2982279,0.2282931
17707590,0.41872272,0.31023222,0.27104506
17668935,0.42503324,0.29717886,0.2777879
17696103,0.15362033,0.6606064,0.18577322
18016696,0.3860939,0.33663732,0.2772687
17777669,0.3918299,0.31553984,0.29263026
17903190,0.7168453,0.09529174,0.18786302
18037207,0.35552076,0.38587147,0.2586078
17766766,0.20010583,0.55696124,0.24293295
17780355,0.26348704,0.51614887,0.22036412
17780356,0.5079983,0.28226608,0.2097356
17780357,0.5997777,0.21049675,0.18972553
17872340,0.6601707,0.17154337,0.168286
17982836,0.47965083,0.28651723,0.23383193
17708607,0.32978088,0.41291887,0.25730023
17872800,0.11071309,0.73544204,0.15384486
17872342,0.12783845,0.7196988,0.15246269
17870989,0.5084361,0.20807362,0.28349024
17932730,0.5029598,0.23435612,0.2626841
17214104,0.2267677,0.54632914,0.22690316
17708609,0.38075563,0.3658714,0.25337294
17987457,0.46521926,0.28987554,0.2449052
17987451,0.45399076,0.30571264,0.24029663
17872801,0.43516532,0.3339675,0.23086719
17932734,0.32148752,0.40933847,0.26917395
17903191,0.61899364,0.17668974,0.20431666
17088192,0.45418534,0.25899556,0.28681913
17870986,0.3559447,0.34375662,0.3002987
17162477,0.5297578,0.22496116,0.24528101
17707591,0.30007157,0.4373929,0.26253554
17708608,0.23344901,0.5224769,0.2440741
16833877,0.82392675,0.04997063,0.12610267
17870988,0.53051966,0.2030456,0.26643476
17668980,0.30415565,0.43457684,0.26126757
17872802,0.26863617,0.53403115,0.19733271
16475927,0.050914384,0.85242856,0.09665708
17898400,0.399833,0.35654402,0.24362297
17872803,0.06846683,0.8161253,0.11540787
17973176,0.34108174,0.37334514,0.28557318
17137654,0.3041157,0.43696624,0.25891802
17870990,0.33795562,0.3516974,0.31034702
17054451,0.6070054,0.15697297,0.23602161
18001843,0.49221545,0.26498622,0.24279833
17973538,0.6936504,0.119151115,0.18719845
17956989,0.40445742,0.30846602,0.28707653
17996400,0.40544027,0.30655146,0.28800827
18046142,0.868804,0.04015893,0.09103714
17903188,0.2133507,0.5429294,0.2437199
17988403,0.52121633,0.22283308,0.2559506
18037209,0.47460118,0.26960406,0.25579476
18037208,0.19648796,0.5770503,0.22646168
16888534,0.21428688,0.57948124,0.2062319
16888536,0.17070755,0.6400167,0.18927579
17777670,0.5541912,0.19053252,0.25527635
17214096,0.69478947,0.12711276,0.17809774
17684993,0.4893752,0.27320233,0.2374225
17948718,0.24585465,0.5310244,0.22312096
17685629,0.52987397,0.2785239,0.19160213
17269255,0.66927594,0.13287845,0.19784561
17269120,0.60797596,0.18950817,0.20251581
17983228,0.7077322,0.14237687,0.14989094
17998316,0.21130243,0.53819275,0.25050482
17269252,0.3427864,0.39841092,0.25880265
16834385,0.48821288,0.25288862,0.25889853
17012253,0.1185836,0.71861255,0.16280378
16495383,0.2809441,0.5151618,0.2038941
16832818,0.23908946,0.5026545,0.25825602
17684987,0.09993374,0.7360629,0.1640034
18043454,0.4737908,0.24530342,0.28090578
18043387,0.41859713,0.279527,0.30187583
17162476,0.41297302,0.3158544,0.27117258
17996784,0.09348212,0.7506932,0.15582466
17757493,0.3932553,0.3205581,0.2861866
17758488,0.49248677,0.25850952,0.24900377
17758492,0.6358047,0.17226951,0.1919258
17879663,0.4916745,0.24327369,0.26505178
17758731,0.4088158,0.31680188,0.2743823
17342113,0.32174248,0.42638534,0.2518722
17900432,0.32582098,0.4410306,0.23314843
17901431,0.3975975,0.3111303,0.29127225
17958460,0.4611455,0.25585046,0.283004
17998345,0.4311103,0.30002412,0.2688656
17960671,0.83912385,0.06447373,0.09640242
16911220,0.38109204,0.3322944,0.28661355
18043742,0.4503378,0.2978717,0.25179055
18037111,0.17288935,0.6107409,0.21636978
17899953,0.3738544,0.33204702,0.2940986
16495384,0.4864171,0.2918296,0.22175339
17673743,0.5180695,0.24130957,0.2406209
17673736,0.42270747,0.31376627,0.26352626
17987453,0.41525277,0.31836575,0.26638144
18043744,0.43599588,0.337524,0.22648016
16495386,0.48334795,0.2930008,0.22365126
17987318,0.18920448,0.59484065,0.2159549
16725527,0.21608737,0.5313464,0.25256628
16888277,0.11382524,0.71510524,0.17106953
17162475,0.3469267,0.38318378,0.26988953
17870985,0.40294662,0.30744258,0.2896108
17684992,0.6245188,0.16137387,0.2141073
16725526,0.28332555,0.4360827,0.28059173
16943140,0.11602481,0.6766025,0.20737267
16888278,0.37874195,0.34643131,0.27482677
16888681,0.34791452,0.382097,0.26998854
18016697,0.4402193,0.2700739,0.2897068
18016698,0.538835,0.1971862,0.2639788
16744729,0.42839018,0.29834548,0.27326438
17156525,0.35137144,0.33911902,0.30950958
16744726,0.79624826,0.07590212,0.12784964
16744727,0.47470766,0.2563955,0.26889694
16744730,0.8945042,0.03209298,0.07340285
16888136,0.35703528,0.39212695,0.25083777
16744733,0.3716462,0.35896227,0.26939154
17720186,0.38017383,0.32403514,0.29579103
16935489,0.34312665,0.37941816,0.27745518
17673744,0.76567066,0.09500241,0.13932694
17156521,0.4318847,0.27905476,0.28906053
17156522,0.5386761,0.1962171,0.26510686
17156523,0.22476506,0.48960724,0.2856277
17997109,0.38028774,0.3374192,0.28229302
17997108,0.46910205,0.2790889,0.25180903
17957059,0.3221439,0.42370492,0.25415117
17758729,0.498568,0.25675052,0.2446815
17758728,0.32869172,0.40707222,0.2642361
17757722,0.3533828,0.4025134,0.24410383
17130408,0.56426036,0.16549958,0.27024007
17130406,0.4300936,0.2740337,0.29587275
17156524,0.3263398,0.37415743,0.2995028
17087913,0.4163476,0.28982276,0.29382965
17087912,0.3734695,0.32807136,0.29845917
17087910,0.7867562,0.06879577,0.14444801
16888682,0.44173422,0.28087625,0.27738953
16888537,0.5409347,0.24377279,0.21529253
16888535,0.20278105,0.5774014,0.21981756
16888426,0.25358298,0.51957333,0.22684371
16888281,0.24134032,0.49789786,0.2607618
16888280,0.59179306,0.18625124,0.2219557
16888279,0.5012328,0.23964477,0.2591224
17156526,0.38144,0.31750742,0.3010526
16744736,0.18323442,0.58212304,0.23464255
16744735,0.47925377,0.25998083,0.26076543
16744734,0.16172339,0.643314,0.19496259
16744731,0.22950831,0.50922287,0.26126882
17156527,0.40298352,0.2980419,0.2989745
16744728,0.44582874,0.28071594,0.27345538
17156529,0.4434722,0.26038367,0.2961441
17987316,0.3492132,0.38846964,0.26231712
17055682,0.40129167,0.31358376,0.2851246
17982977,0.5617186,0.21969084,0.21859059
17903187,0.0898027,0.7317035,0.17849377
17156528,0.36536154,0.3371589,0.29747957
17222019,0.36099905,0.3576664,0.28133458
18014680,0.30988267,0.3799483,0.31016904
17214101,0.37669516,0.35803616,0.2652687
17342114,0.9003538,0.032787323,0.06685887
17796507,0.3961513,0.32510322,0.2787455
17156530,0.41940013,0.28655267,0.2940472
12030696,0.3053221,0.40984702,0.28483087
16950643,0.2655655,0.4811872,0.25324726
16495385,0.4759048,0.30094782,0.22314736
16621176,0.099455714,0.74628526,0.15425909
18037102,0.4655617,0.25552568,0.27891263
17983546,0.2623548,0.42928237,0.30836278
12030764,0.26846886,0.4530158,0.27851534
17900286,0.55558854,0.20692034,0.23749113
17657418,0.29852957,0.40206307,0.2994074
17657417,0.5088894,0.21414466,0.27696595
17657416,0.47491288,0.2320374,0.29304975
17447962,0.35962248,0.3356767,0.3047008
17447960,0.39290267,0.29128236,0.31581497
17269122,0.3457709,0.41265422,0.24157496
17269123,0.5305191,0.23073983,0.23874111
17269121,0.66352797,0.15821889,0.17825319
16832482,0.2969409,0.41740218,0.28565693
17269118,0.3223239,0.42268714,0.25498894
17162478,0.38887495,0.36326367,0.24786142
17098351,0.43724594,0.28587765,0.27687636
18043388,0.48616427,0.22978762,0.28404808
17447959,0.40613794,0.2901779,0.30368415
17661791,0.65407026,0.11981813,0.22611165
16888683,0.8711277,0.042753123,0.08611909
17757487,0.32266676,0.40688306,0.27045026
17925637,0.43823203,0.27576414,0.28600377
18037092,0.256992,0.48266536,0.26034266
16482100,0.23498993,0.48677516,0.2782349
18037096,0.3868572,0.3366481,0.2764947
18035556,0.5018314,0.21606319,0.28210545
18035555,0.3838243,0.31797177,0.29820392
18035554,0.47786888,0.23682027,0.28531086
18035553,0.40233546,0.2927403,0.30492425
17868269,0.5030262,0.23598373,0.2609901
17987458,0.4329475,0.3194988,0.2475537
17987320,0.64844024,0.15405448,0.19750527
18025019,0.36994976,0.37859502,0.25145525
17987323,0.611593,0.17139469,0.21701232
17987322,0.30899101,0.43433046,0.25667858
17960673,0.22334027,0.59097946,0.18568029
17807195,0.61122525,0.19595176,0.19282301
17757488,0.5238733,0.22565742,0.25046924
17753376,0.7615174,0.09058406,0.14789851
17757250,0.35991758,0.34938994,0.29069248
18037110,0.59406805,0.17744073,0.22849122
17241711,0.3887979,0.31801462,0.2931875
17012254,0.68292874,0.11680478,0.20026648
17012250,0.32735214,0.39189735,0.28075048
17012249,0.49593195,0.24719927,0.25686875
17012248,0.6243614,0.15197305,0.22366548
18043390,0.24723029,0.45134503,0.3014247
18046143,0.24222155,0.49085674,0.2669217
17012247,0.56348747,0.1880883,0.24842422
17012246,0.71372557,0.10650766,0.17976673
17879665,0.5700242,0.18463403,0.24534175
18039443,0.55221444,0.2666797,0.1811058
17759226,0.27621326,0.5038789,0.2199078
17919068,0.63153505,0.17932458,0.1891404
16834383,0.38938504,0.34363025,0.2669847
17012251,0.4699934,0.26788732,0.2621193
16725280,0.65848696,0.13520524,0.20630781
17447964,0.35143006,0.33407876,0.31449118
16839809,0.16140458,0.6115533,0.22704208
17720188,0.3277811,0.36736912,0.30484977
16839816,0.3563512,0.35127044,0.29237834
18043389,0.49742422,0.21460009,0.28797573
17012252,0.619786,0.15209092,0.22812304
16725525,0.6507777,0.1389557,0.21026663
17994072,0.32507378,0.4204763,0.25445
18001841,0.4486858,0.28391758,0.2673966
17994074,0.2655948,0.49966565,0.23473954
17994075,0.41006297,0.3265423,0.26339477
17993925,0.52141035,0.20531245,0.27327722
17814577,0.6731821,0.16347414,0.1633438
17947871,0.3875541,0.32686368,0.2855822
17152447,0.55213654,0.1896199,0.25824353
17947856,0.3596892,0.36005765,0.2802531
17982998,0.5931715,0.1927167,0.21411188
17947872,0.585947,0.17172375,0.24232928
17770690,0.93492156,0.017643936,0.0474345
17758727,0.50512636,0.24289803,0.2519756
17758726,0.3645206,0.36485845,0.27062097
17758725,0.36352316,0.3852957,0.2511812
17758486,0.25111672,0.49492732,0.253956
17714835,0.42106596,0.3094086,0.26952544
17947855,0.46696797,0.25692707,0.276105
17152450,0.42874497,0.28716266,0.28409243
17152449,0.40969372,0.30941725,0.28088903
17152448,0.26327658,0.4915935,0.24512987
17947870,0.4863395,0.2418712,0.27178925
17876879,0.44075555,0.28805202,0.2711924
18036215,0.27441525,0.46439543,0.26118928
18036185,0.50299466,0.2343686,0.26263672
17054449,0.49177343,0.22729412,0.2809325
17988026,0.4134172,0.29350716,0.29307565
17714840,0.5226594,0.23708847,0.24025214
17960389,0.42486817,0.27645287,0.29867896
18016021,0.52358294,0.19300388,0.28341317
18016022,0.5351403,0.1908063,0.27405342
18016023,0.36227748,0.3345508,0.30317172
18016024,0.6116017,0.15597321,0.23242502
18016044,0.34601182,0.3581932,0.29579496
17057083,0.41378784,0.28161374,0.3045984
18016046,0.50843215,0.22183485,0.26973295
18016049,0.4556984,0.24840829,0.29589334
18016032,0.37553754,0.32232982,0.30213267
18016033,0.43908268,0.26516342,0.2957539
18016035,0.4434083,0.27192423,0.28466743
17152446,0.4818489,0.2460049,0.27214617
18016036,0.43867174,0.26983008,0.29149818
18016037,0.50901854,0.21055675,0.28042474
18044166,0.3905053,0.31616664,0.29332808
17807196,0.7699481,0.09815507,0.13189684
18036174,0.56859034,0.20502138,0.22638826
18036175,0.49710268,0.23621038,0.26668698
18036184,0.5119996,0.22676893,0.2612315
18036194,0.42277113,0.30559462,0.2716342
17152444,0.18486677,0.59336394,0.22176926
16953820,0.3473109,0.3646079,0.28808117
17152442,0.25183138,0.48098978,0.26717883
17876759,0.47024742,0.25918192,0.27057064
16943137,0.46987924,0.24719533,0.28292543
18036204,0.515293,0.22656393,0.2581431
18036195,0.39120406,0.33259693,0.27619904
16952338,0.29980883,0.42160225,0.2785889
16952340,0.35641134,0.3572482,0.28634048
16952341,0.42607433,0.2879266,0.285999
16952342,0.38115674,0.32772356,0.29111972
16952343,0.5938354,0.16676883,0.23939574
16952344,0.25888467,0.46339932,0.27771604
16952345,0.4822918,0.24753556,0.27017266
16952346,0.23938552,0.50750583,0.2531086
16952347,0.33744422,0.3825183,0.2800375
16952348,0.29983455,0.42445707,0.27570838
16952349,0.27004465,0.46505278,0.26490256
16952890,0.44952282,0.26181155,0.28866568
16952891,0.41090423,0.2995294,0.28956634
16952892,0.54520357,0.20214371,0.2526527
16952893,0.31521505,0.39386392,0.290921
17876755,0.46199623,0.28204447,0.25595927
16952894,0.40121198,0.30878395,0.29000407
18043771,0.39036983,0.33599952,0.27363068
18039450,0.41057587,0.37274754,0.21667662
17982978,0.018813524,0.9234805,0.057705957
17685633,0.41499892,0.3701864,0.21481466
16911223,0.6555352,0.14098726,0.20347747
18038907,0.40855742,0.3144287,0.2770139
18038908,0.35222197,0.37613586,0.27164215
18038923,0.4703591,0.27432388,0.25531706
16487310,0.3871619,0.31309685,0.29974118
16487309,0.5074187,0.21773143,0.27484995
16487308,0.5372924,0.20163798,0.2610696
16487307,0.36818904,0.32593012,0.30588084
16487306,0.36518878,0.34467667,0.29013455
16487305,0.4753449,0.23747078,0.28718433
16487304,0.374963,0.32056314,0.30447394
16487303,0.5843731,0.16435358,0.25127324
16487302,0.5744187,0.17500366,0.25057763
18038924,0.43808347,0.29532933,0.2665872
18039446,0.43778595,0.35636845,0.2058456
18039448,0.40022048,0.41067314,0.1891063
17056583,0.672716,0.1261507,0.2011333
18039451,0.2604816,0.54640174,0.19311665
16952895,0.24588235,0.47533137,0.27878636
16952339,0.2625876,0.47073856,0.26667386
16953823,0.5567447,0.19509111,0.24816422
18036205,0.48784226,0.24544351,0.2667142
16953825,0.29115367,0.41438913,0.29445717
16953827,0.35959184,0.34993616,0.290472
16953828,0.34040493,0.3714962,0.28809887
16953819,0.45168915,0.26379678,0.28451404
16953818,0.37269315,0.32925886,0.298048
16953829,0.44314066,0.27139995,0.28545943
16953822,0.3897466,0.32313436,0.28711903
16952901,0.36909577,0.33356643,0.2973377
16952900,0.39637297,0.30905408,0.29457292
16952897,0.31667453,0.39824462,0.28508085
16953831,0.19820766,0.54826653,0.25352582
16952899,0.36195356,0.33735877,0.3006876
16952898,0.4265205,0.28801093,0.2854686
17152439,0.32395595,0.40492827,0.27111578
17152440,0.27101293,0.45914665,0.26984045
16953830,0.5845791,0.17432895,0.24109192
16953821,0.37494168,0.33143663,0.29362172
17055690,0.15255278,0.6132256,0.23422165
17960388,0.616224,0.15442511,0.22935085
17960391,0.48497567,0.2345155,0.28050876
18014389,0.3897325,0.3120536,0.2982139
16614711,0.62623274,0.16303429,0.21073298
17987997,0.53346556,0.20082577,0.26570866
17996425,0.6882214,0.11304474,0.19873385
17048294,0.41357812,0.29621524,0.29020667
17003952,0.4985159,0.24726582,0.25421828
17003953,0.49596605,0.24194053,0.26209342
17003954,0.24537735,0.49998245,0.25464016
17747982,0.5101419,0.2178948,0.27196333
17870437,0.3626344,0.34252548,0.2948401
17870438,0.34147105,0.36941385,0.28911513
17003949,0.55890214,0.21345966,0.22763816
16832483,0.26908153,0.46256322,0.26835525
17925632,0.4042875,0.31653532,0.27917716
18046144,0.37045807,0.34416476,0.2853772
17757490,0.26992565,0.46204156,0.26803273
17796505,0.7998333,0.07757699,0.12258967
17447961,0.46692616,0.24194725,0.29112664
17900285,0.40741482,0.31820613,0.27437907
17959886,0.2046853,0.5383955,0.25691912
16524261,0.828256,0.06783588,0.10390811
17892895,0.17758125,0.55597305,0.26644564
17900314,0.47661582,0.2518949,0.27148932
16522008,0.42978495,0.28847036,0.28174466
17900315,0.38396868,0.33106977,0.28496155
17900316,0.36724478,0.34864342,0.28411183
17911001,0.26180232,0.47961164,0.25858605
17911004,0.19685157,0.5670506,0.2360979
17911005,0.76867235,0.081272595,0.15005499
17973232,0.39178213,0.30894452,0.29927337
17973534,0.43945384,0.28149173,0.27905443
17447963,0.42512998,0.2710218,0.30384824
17720189,0.541763,0.1859684,0.27226856
16481712,0.5706631,0.19658688,0.23274997
17684988,0.6961834,0.12737182,0.17644474
17958148,0.32747436,0.3757099,0.29681572
17137655,0.45606002,0.30475178,0.23918822
17684989,0.94839346,0.01383657,0.037770033
17684991,0.47245342,0.27337736,0.25416926
16833147,0.39700657,0.32811055,0.27488282
17673740,0.65415114,0.1519351,0.19391377
17675111,0.8500457,0.05380798,0.09614638
17137875,0.70019156,0.13574117,0.16406724
17673738,0.322304,0.43118525,0.24651077
17137962,0.55702984,0.22963543,0.21333475
17996357,0.50364393,0.22152634,0.27482975
17996356,0.46234035,0.25271702,0.28494263
17993927,0.61361367,0.1605552,0.22583115
17988029,0.44917172,0.25441843,0.29640982
16839812,0.40179625,0.31104738,0.28715634
16864472,0.4926103,0.22925091,0.27813873
16864471,0.6255623,0.14953469,0.22490303
17673741,0.22592716,0.5241652,0.24990764
16864469,0.46806908,0.25572222,0.2762087
16833148,0.49002337,0.2496057,0.2603709
17932729,0.49438682,0.25279346,0.25281978
16839510,0.32955408,0.39825386,0.27219206
17695689,0.3908841,0.33561975,0.27349615
16576605,0.70810217,0.13069189,0.16120598
17986817,0.58830786,0.18492308,0.22676902
17695694,0.6568629,0.14437261,0.19876449
16832820,0.40837684,0.3071064,0.28451675
16839511,0.11589046,0.70071286,0.18339665
18015858,0.24930544,0.48341742,0.26727715
16833153,0.30715004,0.42033187,0.2725181
16576608,0.92494905,0.023354381,0.051696576
16833152,0.37432325,0.34394374,0.28173304
16576606,0.46439472,0.27642062,0.25918466
17673742,0.60503685,0.18507011,0.20989306
16864631,0.15406801,0.6144697,0.23146227
16864467,0.35525122,0.35652348,0.28822532
17469715,0.42962322,0.27437696,0.29599977
16864468,0.39812717,0.32142803,0.2804448
17879661,0.061524265,0.8020994,0.13637629
17932733,0.3373941,0.4015135,0.26109236
18001848,0.35415897,0.4108626,0.23497844
17958177,0.3085718,0.39847738,0.29295087
17997551,0.6167374,0.15830772,0.22495487
17757249,0.3883241,0.34587118,0.26580474
18043456,0.35379902,0.3531386,0.29306236
17982276,0.3405121,0.36456534,0.29492256
16789972,0.5389095,0.19687024,0.26422024
17959884,0.3014428,0.42043155,0.2781256
17720187,0.26055193,0.46032673,0.27912128
17753377,0.1702131,0.6242951,0.20549183
17974814,0.66784114,0.13626356,0.19589527
17973697,0.3463147,0.34452924,0.30915606
17098347,0.09182744,0.744639,0.16353352
17998157,0.5860815,0.17085518,0.24306336
16524263,0.050570913,0.85113794,0.098291196
16833151,0.64785016,0.1545264,0.19762352
18039449,0.17393285,0.64113754,0.1849296
16725522,0.44492516,0.2809949,0.27407995
16524260,0.28036737,0.53545654,0.18417612
17974816,0.29360256,0.43196028,0.2744372
17998315,0.30720633,0.41037393,0.28241974
17925583,0.15832646,0.6276876,0.21398601
17057081,0.48977023,0.22518215,0.2850476
17994073,0.30817908,0.43727446,0.25454646
17755641,0.3854497,0.33733785,0.27721244
17057089,0.56103456,0.17473088,0.2642346
17755731,0.2847579,0.44680732,0.2684347
17152443,0.4438867,0.2763732,0.27974007
17944152,0.43958598,0.2800231,0.28039092
18045349,0.3611757,0.32607418,0.3127501
18053724,0.45525903,0.26505622,0.2796847
18015860,0.34580773,0.3715139,0.2826783
18038909,0.40833536,0.3257621,0.2659026
18045350,0.4970192,0.2025396,0.30044127
17055684,0.32136118,0.39433706,0.28430182
18045278,0.339024,0.37107867,0.28989738
17982356,0.35411447,0.35543805,0.2904474
16943139,0.6888728,0.11571201,0.19541517
16911222,0.20343658,0.53895026,0.25761312
16614710,0.4551281,0.2761305,0.26874143
17883599,0.6054516,0.20644541,0.18810299
17720190,0.74819756,0.084793136,0.16700934
18036212,0.4050354,0.3280111,0.26695353
17973488,0.42048144,0.29174203,0.28777647
17973131,0.5079316,0.22249298,0.26957542
17879662,0.9188506,0.022697534,0.058451872
17048295,0.39511722,0.31391603,0.29096675
17048291,0.45249534,0.26002926,0.2874754
17957173,0.42273226,0.3119957,0.26527208
17814173,0.3023643,0.43785563,0.25978008
17925636,0.32684126,0.38902792,0.28413084
17958175,0.14485039,0.62032855,0.23482105
16839810,0.60672987,0.15200384,0.2412663
16522011,0.7444761,0.0961598,0.1593641
17956990,0.36801904,0.3377181,0.29426283
17958149,0.41418487,0.2818535,0.30396166
17004416,0.6248138,0.16165622,0.21353002
16482099,0.46576205,0.24347329,0.29076475
16482102,0.26351434,0.451888,0.28459764
17785172,0.5012642,0.24067736,0.25805843
17722238,0.23216088,0.50763637,0.26020277
16482096,0.22420152,0.50886023,0.2669382
16482103,0.4958957,0.22779234,0.27631196
16482095,0.32471573,0.37398002,0.30130425
17722235,0.48219806,0.24748035,0.2703216
16864632,0.32853287,0.3825666,0.28890052
16482101,0.37280968,0.32397738,0.30321294
16482097,0.27128643,0.4415792,0.28713435
18044167,0.33996794,0.36798212,0.29204994
16576395,0.35398158,0.33423978,0.3117786
16614713,0.16234949,0.6161424,0.22150818
16832479,0.45924935,0.2663888,0.2743619
17469711,0.35537842,0.33563745,0.30898413
16576399,0.542604,0.18278494,0.274611
17807197,0.42480654,0.34563994,0.22955354
17902332,0.35381714,0.3630709,0.283112
16576393,0.6292244,0.12926458,0.24151102
16614712,0.5718204,0.18817058,0.24000907
16576397,0.5186893,0.20323339,0.27807742
16725277,0.5304459,0.21113972,0.25841442
17807310,0.39516836,0.31739813,0.2874335
17891886,0.28756946,0.45203742,0.26039314
16482104,0.40665612,0.29282346,0.30052042
17900885,0.08601953,0.78690416,0.12707627
17226427,0.2998524,0.43563336,0.26451424
18043969,0.23999143,0.4894743,0.27053428
17925584,0.4945035,0.27258247,0.232914
18016822,0.70655775,0.13297589,0.16046634
18037528,0.56649435,0.19499134,0.23851427
17899904,0.4340047,0.31121275,0.2547826
17892310,0.32539964,0.45492333,0.21967702
17755728,0.43605885,0.29233518,0.271606
18032018,0.37691143,0.34731445,0.27577415
17098343,0.6996692,0.12204591,0.17828493
17748168,0.34578073,0.3712942,0.28292507
17748167,0.48576945,0.24430928,0.26992124
16943141,0.43778044,0.28126186,0.2809577
18035530,0.4127006,0.3022891,0.28501028
17874221,0.7912746,0.06966312,0.13906226
18037870,0.6615569,0.12377431,0.21466875
18037872,0.5665992,0.17698386,0.25641695
18038662,0.43771458,0.27806774,0.28421775
17756252,0.38516364,0.3248288,0.2900075
18045648,0.20043464,0.53844494,0.26112038
17996661,0.26156068,0.4977588,0.24068053
17055685,0.63981086,0.13712087,0.22306833
16481703,0.49663788,0.23024507,0.27311704
17874222,0.11751596,0.6776119,0.20487216
17957175,0.21774773,0.52289075,0.25936148
17900883,0.220471,0.5216542,0.2578748
16614707,0.6664944,0.13657306,0.19693252
17957879,0.2987426,0.47191754,0.22933991
17900884,0.3181952,0.40463725,0.27716756
17814172,0.44126782,0.32385325,0.23487893
17814170,0.42025822,0.33962855,0.24011321
17048288,0.81643325,0.057081826,0.12648495
17987720,0.29832903,0.43118614,0.2704848
17944155,0.43359917,0.2865551,0.27984565
17957176,0.2639563,0.48012027,0.2559234
17882926,0.43142414,0.2636172,0.3049587
17882925,0.5067177,0.20144084,0.29184145
17882924,0.40054813,0.29047313,0.30897874
18043977,0.22726199,0.5024959,0.27024212
18036346,0.41167355,0.30842566,0.27990073
18012775,0.3500212,0.3786975,0.27128124
18038199,0.54130733,0.20723145,0.2514612
18045709,0.2341266,0.5103613,0.25551218
18036580,0.47507113,0.24407081,0.28085798
17882406,0.33040762,0.3964801,0.27311224
17785177,0.41155028,0.30049962,0.2879501
18030056,0.31135702,0.40181103,0.28683195
17709181,0.34897462,0.36531195,0.28571343
18030097,0.43234897,0.30601576,0.26163524
18044977,0.52219397,0.21044882,0.26735726
18026205,0.49895564,0.23999245,0.26105195
18026206,0.2793519,0.452684,0.2679641
